user_id,checkout_page,order_value,purchased,gender,browser,time_on_page
866002,A,22.183,1.0,F,chrome,31.478
909334,A,NaN,0.0,M,chrome,36.232
899756,A,NaN,0.0,M,chrome,40.381
897487,A,25.236,1.0,M,firefox,46.132
845034,A,24.895,1.0,F,safari,44.494
847837,A,24.283,1.0,F,chrome,41.557
900922,A,24.846,1.0,F,firefox,44.260
907509,A,24.732,1.0,F,firefox,43.712
887897,A,23.201,1.0,M,firefox,36.365
877876,A,22.968,1.0,M,firefox,35.244
872746,A,25.686,1.0,M,chrome,48.294
837718,A,22.773,1.0,F,safari,34.309
889074,A,NaN,0.0,M,firefox,31.112
864326,A,24.219,1.0,M,safari,41.252
838325,A,24.606,1.0,M,chrome,43.108
851526,A,30.642,1.0,M,chrome,72.081
861077,A,23.238,1.0,F,chrome,36.544
892017,A,27.358,1.0,F,firefox,56.319
889167,A,26.868,1.0,F,chrome,53.966
839004,A,22.028,1.0,M,safari,30.733
839416,A,26.933,1.0,F,firefox,54.279
896816,A,22.040,1.0,F,firefox,30.793
873869,A,18.352,1.0,F,firefox,13.090
886569,A,26.516,1.0,F,firefox,52.276
865166,A,NaN,0.0,M,chrome,23.929
860619,A,26.127,1.0,M,safari,50.411
857121,A,23.290,1.0,F,chrome,36.792
860191,A,29.149,1.0,F,safari,64.915
871414,A,27.671,1.0,F,chrome,57.822
840714,A,23.867,1.0,F,chrome,39.559
902280,A,23.280,1.0,F,safari,36.746
898022,A,21.965,1.0,F,safari,30.431
857348,A,23.898,1.0,F,safari,39.709
894008,A,24.299,1.0,M,chrome,41.636
869053,A,24.088,1.0,M,safari,40.624
865902,A,25.392,1.0,F,safari,46.880
839142,A,26.446,1.0,F,firefox,51.942
890633,A,25.874,1.0,M,firefox,49.196
862544,A,23.090,1.0,M,safari,35.830
857037,A,NaN,0.0,M,chrome,27.747
895439,A,28.411,1.0,M,safari,61.374
910044,A,23.276,1.0,F,firefox,36.727
843909,A,23.369,1.0,F,safari,37.172
879621,A,23.697,1.0,M,safari,38.746
868467,A,20.392,1.0,F,firefox,22.883
858515,A,23.805,1.0,M,firefox,39.264
890724,A,NaN,0.0,M,safari,39.244
888448,A,26.551,1.0,M,firefox,52.444
897477,A,26.746,1.0,F,safari,53.381
902131,A,25.009,1.0,M,safari,45.045
870774,A,27.330,1.0,F,safari,56.182
910489,A,25.850,1.0,M,firefox,49.080
900385,A,NaN,0.0,M,chrome,44.812
887275,A,25.402,1.0,F,safari,46.931
850607,A,NaN,0.0,M,safari,42.712
847921,A,NaN,0.0,M,chrome,40.262
846033,A,24.331,1.0,F,chrome,41.787
875813,A,22.180,1.0,F,firefox,31.464
914523,A,25.701,1.0,F,firefox,48.365
843208,A,22.517,1.0,F,chrome,33.083
878670,A,27.104,1.0,F,chrome,55.100
850762,A,24.376,1.0,M,chrome,42.006
891878,A,25.124,1.0,F,safari,45.594
879665,A,26.235,1.0,F,firefox,50.926
884068,A,NaN,0.0,M,chrome,52.720
886462,A,21.073,1.0,F,safari,26.153
911932,A,24.483,1.0,M,safari,42.517
869248,A,27.200,1.0,F,chrome,55.562
896113,A,20.755,1.0,F,safari,24.623
863221,A,25.968,1.0,M,safari,49.647
848378,A,19.361,1.0,M,safari,17.933
865290,A,NaN,0.0,M,safari,32.730
883962,A,25.097,1.0,M,chrome,45.464
848137,A,20.858,1.0,M,firefox,25.119
892472,A,22.536,1.0,F,chrome,33.174
883170,A,21.320,1.0,F,chrome,27.338
899777,A,29.120,1.0,M,firefox,64.778
834973,A,25.411,1.0,M,safari,46.971
898525,A,NaN,0.0,M,firefox,51.807
913601,A,24.443,1.0,F,chrome,42.328
890240,A,24.116,1.0,F,firefox,40.759
890442,A,20.959,1.0,M,safari,25.602
906131,A,24.270,1.0,F,safari,41.498
843045,A,NaN,0.0,M,safari,35.862
899960,A,NaN,0.0,M,chrome,55.295
862297,A,27.853,1.0,F,safari,58.693
855617,A,28.666,1.0,M,firefox,62.599
876328,A,27.131,1.0,M,chrome,55.231
910287,A,23.503,1.0,F,safari,37.816
910680,A,NaN,0.0,M,chrome,31.609
876485,A,26.917,1.0,M,firefox,54.200
844775,A,NaN,0.0,M,safari,49.276
846498,A,20.579,1.0,F,safari,23.778
878409,A,NaN,0.0,M,safari,49.266
859601,A,27.036,1.0,F,chrome,54.774
873345,A,25.147,1.0,F,chrome,45.707
861385,A,NaN,0.0,M,chrome,42.779
887252,A,22.981,1.0,F,safari,35.308
875454,A,21.384,1.0,F,chrome,27.642
846850,A,NaN,0.0,M,firefox,54.604
899528,A,NaN,0.0,M,firefox,41.291
873074,A,24.416,1.0,M,safari,42.198
910722,A,29.332,1.0,M,firefox,65.793
847754,A,26.711,1.0,F,chrome,53.214
862112,A,25.927,1.0,F,chrome,49.450
859024,A,25.355,1.0,F,safari,46.705
874077,A,28.800,1.0,M,chrome,63.240
845191,A,29.299,1.0,M,safari,65.635
837941,A,27.324,1.0,M,firefox,56.154
914323,A,26.456,1.0,M,chrome,51.987
863297,A,19.763,1.0,F,chrome,19.865
874865,A,25.309,1.0,F,chrome,46.485
896155,A,24.675,1.0,F,safari,43.439
878214,A,25.235,1.0,M,chrome,46.127
907125,A,27.358,1.0,F,chrome,56.317
860638,A,NaN,0.0,M,firefox,12.124
910791,A,23.577,1.0,F,chrome,38.168
893624,A,25.675,1.0,F,chrome,48.239
858923,A,23.833,1.0,F,safari,39.398
872702,A,21.458,1.0,M,firefox,27.997
852621,A,27.172,1.0,M,safari,55.428
850635,A,25.692,1.0,F,chrome,48.322
841226,A,22.572,1.0,F,firefox,33.347
836889,A,25.787,1.0,M,chrome,48.778
840775,A,27.054,1.0,F,firefox,54.859
871284,A,NaN,0.0,M,chrome,45.064
840034,A,27.001,1.0,M,safari,54.607
845287,A,25.196,1.0,F,safari,45.939
846349,A,24.012,1.0,F,firefox,40.257
888202,A,NaN,0.0,M,safari,31.087
896883,A,24.785,1.0,F,safari,43.969
882646,A,25.486,1.0,F,firefox,47.332
867845,A,27.190,1.0,M,firefox,55.510
874192,A,NaN,0.0,M,firefox,43.619
887868,A,NaN,0.0,M,chrome,50.489
907502,A,22.588,1.0,M,firefox,33.425
882093,A,23.043,1.0,F,firefox,35.608
892307,A,24.724,1.0,F,firefox,43.675
873365,A,22.363,1.0,M,safari,32.344
892876,A,27.051,1.0,M,firefox,54.843
876411,A,26.158,1.0,F,safari,50.558
906773,A,NaN,0.0,M,safari,48.349
910704,A,25.847,1.0,F,firefox,49.067
897734,A,30.053,1.0,F,firefox,69.253
899991,A,23.828,1.0,F,safari,39.374
873218,A,19.496,1.0,F,safari,18.583
876867,A,25.498,1.0,F,chrome,47.392
886698,A,24.873,1.0,F,safari,44.393
859315,A,23.706,1.0,F,firefox,38.790
847507,A,22.553,1.0,M,safari,33.254
888225,A,23.902,1.0,M,firefox,39.730
907159,A,25.453,1.0,M,chrome,47.176
852423,A,NaN,0.0,M,firefox,38.966
839562,A,31.031,1.0,F,chrome,73.949
885529,A,22.599,1.0,F,chrome,33.474
844855,A,NaN,0.0,M,safari,35.483
899632,A,19.278,1.0,F,safari,17.537
857366,A,NaN,0.0,M,firefox,48.018
890602,A,19.959,1.0,F,firefox,20.803
849071,A,NaN,0.0,M,safari,38.527
841009,A,24.311,1.0,F,safari,41.692
913660,A,NaN,0.0,M,chrome,36.483
847708,A,29.347,1.0,M,chrome,65.866
876498,A,NaN,0.0,M,safari,56.933
880368,A,28.298,1.0,F,firefox,60.830
897833,A,22.794,1.0,M,chrome,34.411
834580,A,NaN,0.0,M,safari,58.543
914254,A,26.240,1.0,M,chrome,50.952
895056,A,26.929,1.0,M,chrome,54.257
847872,A,27.574,1.0,M,chrome,57.353
907456,A,22.728,1.0,F,firefox,34.095
896624,A,23.939,1.0,M,firefox,39.908
906989,A,27.156,1.0,M,chrome,55.351
841012,A,NaN,0.0,M,chrome,13.133
900515,A,28.783,1.0,F,safari,63.160
847612,A,26.383,1.0,F,chrome,51.638
837419,A,NaN,0.0,M,firefox,44.452
876093,A,NaN,0.0,M,firefox,47.646
909814,A,22.425,1.0,F,safari,32.641
874072,A,24.125,1.0,M,firefox,40.801
895888,A,27.751,1.0,F,chrome,58.203
894894,A,28.245,1.0,F,safari,60.576
890780,A,31.741,1.0,F,chrome,77.355
856696,A,24.815,1.0,F,safari,44.113
850914,A,23.354,1.0,M,safari,37.097
888435,A,23.714,1.0,F,safari,38.829
905023,A,NaN,0.0,M,chrome,32.783
876704,A,NaN,0.0,M,firefox,44.066
867985,A,25.957,1.0,M,safari,49.593
836377,A,24.914,1.0,M,firefox,44.589
881026,A,27.741,1.0,F,chrome,58.156
843239,A,24.414,1.0,M,chrome,42.189
898057,A,24.131,1.0,M,chrome,40.831
895819,A,23.547,1.0,F,safari,38.025
869216,A,NaN,0.0,M,firefox,25.408
863293,A,NaN,0.0,M,chrome,26.187
879724,A,NaN,0.0,M,chrome,30.850
892728,A,28.254,1.0,M,safari,60.617
856768,A,27.238,1.0,M,safari,55.743
882735,A,28.437,1.0,F,firefox,61.500
872582,A,NaN,0.0,M,safari,29.013
909027,A,NaN,0.0,M,chrome,21.377
912889,A,23.350,1.0,F,safari,37.079
875552,A,25.440,1.0,F,firefox,47.110
840073,A,26.247,1.0,F,safari,50.984
912147,A,27.620,1.0,M,chrome,57.576
854533,A,NaN,0.0,M,firefox,48.411
859984,A,29.357,1.0,F,safari,65.912
901295,A,24.443,1.0,M,chrome,42.329
913592,A,22.717,1.0,F,firefox,34.043
866492,A,NaN,0.0,M,chrome,24.825
865048,A,NaN,0.0,M,chrome,34.332
901354,A,NaN,0.0,M,chrome,47.905
905547,A,22.778,1.0,F,chrome,34.335
846608,A,27.342,1.0,F,chrome,56.241
862463,A,28.531,1.0,F,chrome,61.948
900211,A,19.076,1.0,F,safari,16.565
839759,A,NaN,0.0,M,chrome,55.369
871520,A,19.401,1.0,M,firefox,18.125
862333,A,NaN,0.0,M,firefox,49.818
904835,A,NaN,0.0,M,firefox,59.698
838721,A,25.162,1.0,M,safari,45.778
874065,A,21.801,1.0,M,firefox,29.644
910005,A,NaN,0.0,M,safari,37.975
905818,A,NaN,0.0,M,safari,41.860
897314,A,24.544,1.0,F,chrome,42.813
891716,A,24.493,1.0,F,safari,42.565
846235,A,24.725,1.0,F,safari,43.681
911186,A,NaN,0.0,M,chrome,47.562
894424,A,21.979,1.0,M,safari,30.497
845718,A,24.395,1.0,F,firefox,42.096
896392,A,28.796,1.0,M,firefox,63.219
901248,A,24.038,1.0,M,safari,40.384
885113,A,23.890,1.0,F,firefox,39.674
882377,A,27.695,1.0,F,chrome,57.938
889001,A,18.602,1.0,M,firefox,14.290
888175,A,27.953,1.0,M,firefox,59.177
876511,A,23.420,1.0,M,safari,37.417
877263,A,25.410,1.0,M,firefox,46.967
888639,A,NaN,0.0,M,chrome,46.156
882390,A,27.356,1.0,M,firefox,56.310
894719,A,24.331,1.0,M,chrome,41.789
868596,A,NaN,0.0,M,firefox,36.864
862916,A,28.245,1.0,F,safari,60.574
837093,A,19.090,1.0,F,chrome,16.630
858647,A,25.051,1.0,F,safari,45.244
850087,A,21.630,1.0,M,safari,28.825
908398,A,23.096,1.0,M,chrome,35.861
841780,A,30.028,1.0,M,safari,69.135
892980,A,24.889,1.0,F,chrome,44.465
846931,A,25.488,1.0,F,chrome,47.341
834902,A,20.546,1.0,F,firefox,23.621
886378,A,23.177,1.0,F,firefox,36.251
901128,A,25.491,1.0,M,firefox,47.359
898180,A,25.887,1.0,F,safari,49.257
850109,A,26.542,1.0,F,firefox,52.403
882359,A,NaN,0.0,M,safari,45.104
855368,A,26.318,1.0,F,safari,51.324
879933,A,26.134,1.0,M,chrome,50.445
901802,A,20.426,1.0,M,safari,23.043
873210,A,25.093,1.0,F,firefox,45.444
855091,A,26.920,1.0,M,firefox,54.215
839890,A,NaN,0.0,M,safari,52.079
892620,A,NaN,0.0,M,safari,40.634
854699,A,22.986,1.0,F,safari,35.332
863728,A,NaN,0.0,M,firefox,31.580
886164,A,24.672,1.0,F,chrome,43.427
888003,A,27.833,1.0,F,chrome,58.597
877555,A,20.120,1.0,F,chrome,21.578
843996,A,NaN,0.0,M,chrome,37.081
873240,A,22.150,1.0,F,chrome,31.322
849172,A,26.962,1.0,F,firefox,54.419
893615,A,23.614,1.0,M,safari,38.348
903579,A,23.823,1.0,F,firefox,39.352
860346,A,24.458,1.0,F,chrome,42.397
836152,A,26.113,1.0,F,firefox,50.345
847415,A,24.019,1.0,F,safari,40.291
910163,A,17.385,1.0,F,firefox,8.446
859222,A,26.358,1.0,F,safari,51.520
856012,A,26.098,1.0,M,chrome,50.269
901386,A,24.451,1.0,F,firefox,42.366
871023,A,22.290,1.0,F,chrome,31.992
908335,A,NaN,0.0,M,firefox,49.221
879087,A,25.948,1.0,F,firefox,49.551
866048,A,23.825,1.0,M,firefox,39.360
853765,A,24.458,1.0,F,chrome,42.399
905962,A,22.675,1.0,F,firefox,33.838
838156,A,24.554,1.0,F,safari,42.857
839149,A,21.124,1.0,F,chrome,26.395
839508,A,26.043,1.0,F,firefox,50.008
871533,A,22.639,1.0,F,chrome,33.668
909314,A,25.595,1.0,F,safari,47.857
860972,A,21.485,1.0,F,firefox,28.128
901826,A,23.525,1.0,F,safari,37.919
897707,A,24.724,1.0,F,safari,43.674
858084,A,20.848,1.0,F,chrome,25.072
847957,A,25.288,1.0,M,firefox,46.382
840726,A,24.052,1.0,M,safari,40.450
849625,A,20.644,1.0,F,safari,24.092
870101,A,21.742,1.0,M,chrome,29.361
908770,A,26.513,1.0,M,firefox,52.261
896347,A,27.239,1.0,F,chrome,55.747
